Lp.,Nazwa złoża,"Stan 
zag. 
złoża",Zasoby,Unnamed: 4,"Wydo-
bycie",Powiat,Unnamed: 0,Unnamed: 1,Stan,Wyszczególnienie,"Ilość 
złóż",Zasoby geologiczne,Unnamed: 3,Unnamed: 5,"Zasoby 
przemy- 
słowe","Nazwa złoża lub 
odwiertu w obrębie 
złoża 
nieudostępnionego","Typ 
wody","Zasoby geologiczne 
bilansowe","Pobór 
(m3/rok)",Zasoby wydobywalne,Zasoby  szacunkowe,"Ubytek 
z  
wydobycia","Stan 
Lp. 
Nazwa złoża 
zag. 
złoża",Unnamed: 2,"Lp. 
Nazwa  złoża","Stan 
zag.",Zasoby wydobywalne bilansowe,Wydobycie,p.,"Zasoby wydobywalne 
Zasoby 
Ilość 
Wyszczególnienie 
bilansowe 
przemy- 
pozabi- 
złóż 
słowe 
lansowe 
Razem 
A+B 
C",Unnamed: 6
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,Rej. Rzeniszów*,R,830,-,-,myszkowski,,,,,,,,,,,,,,,,,,,,,,,,,
233.0,Rej. Wielopola*,R,3 537,-,-,m.Rybnik,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,Rejon Lgota Górna*,P,1 595,-,-,myszkowski,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,Rębielice Królewskie*,R,38 422,-,-,kłobucki,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,Rębielice Królewskie 1,Z,207,-,-,kłobucki,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,Rębielice Królewskie 2,Z,394,-,-,kłobucki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Zebrzydowa Zachód,E,5 554.81,1 900.72,199.69,zgorzelecki,,,,,,,,,,,,,,,,,,,,,,,,,
6,Zofia,R,tylko pzb.,-,-,zgorzelecki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. łódzkie 
złóż: 1",,,4 164.03,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Paszkowice  
Z",,,4 164.03,-,-,opoczyński,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. mazowieckie 
złóż: 2",,,2 134.20,-,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Rozwady 1  
E",,,72.20,-,8.00,przysuski,,,,,,,,,,,,,,,,,,,,,,,,,
"2 
Zawada  
R",,,2 062.00,-,-,przysuski,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. śląskie 
złóż: 1",,,1 304.00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 
Patoka II  
R",,,1 304.00,-,-,lubliniecki,,,,,,,,,,,,,,,,,,,,,,,,,
"woj. świętokrzyskie 
złóż: 7",,,51 247.11,1 016.69,30.95,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Adamów,P,4 749.00,-,-,starachowicki,,,,,,,,,,,,,,,,,,,,,,,,,
2,Baranów,E,1 112.69,1 016.69,30.95,skarżyski,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majków,P,17 182.41,-,-,"skarżyski, 
starachowicki",,,,,,,,,,,,,,,,,,,,,,,,,
4,Parszów-Szkleniec,R,3 935.00,-,-,starachowicki,,,,,,,,,,,,,,,,,,,,,,,,,
5,Wierzbka,R,7 180.00,-,-,skarżyski,,,,,,,,,,,,,,,,,,,,,,,,,
6,Wierzbka 1,R,553.01,-,-,skarżyski,,,,,,,,,,,,,,,,,,,,,,,,,
7,Włochów,P,16 535.00,-,-,konecki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
549.0,Pomiary,E,3 717,3 717,382,pajęczański,,,,,,,,,,,,,,,,,,,,,,,,,
550.0,Pomiary I,E,3 910,3 910,164,pajęczański,,,,,,,,,,,,,,,,,,,,,,,,,
551.0,Pomiary II,R,2 341,-,-,pajęczański,,,,,,,,,,,,,,,,,,,,,,,,,
552.0,Poradzew,Z,1 832,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
553.0,Porszewice,E,270,270,10,pabianicki,,,,,,,,,,,,,,,,,,,,,,,,,
554.0,Porszewice I,E,3 234,3 234,27,pabianicki,,,,,,,,,,,,,,,,,,,,,,,,,
555.0,Porszewice II,R,202,-,-,pabianicki,,,,,,,,,,,,,,,,,,,,,,,,,
556.0,Posadówka,E,191,-,5,radomszczański,,,,,,,,,,,,,,,,,,,,,,,,,
557.0,Prażmów I*,E,148,-,21,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
558.0,Proboszczewice,R,1 567,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
559.0,Prusinowice I,Z,156,-,-,łęczycki,,,,,,,,,,,,,,,,,,,,,,,,,
560.0,Prusinowice II,E,166,-,34,łęczycki,,,,,,,,,,,,,,,,,,,,,,,,,
561.0,Pruszków,Z,51,-,-,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
562.0,Pruszków II,T,95,-,-,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
563.0,Pruszków III,E,69,-,15,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
564.0,Pruszków IV,E,149,-,35,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
565.0,Pruszków V,R,169,-,-,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
566.0,Przekora I,M,-,-,-,poddębicki,,,,,,,,,,,,,,,,,,,,,,,,,
567.0,Przesiadłów,E,77,-,10,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
568.0,Psary II,Z,88,-,-,poddębicki,,,,,,,,,,,,,,,,,,,,,,,,,
569.0,Pszczonówka*,Z,18,-,-,łowicki,,,,,,,,,,,,,,,,,,,,,,,,,
570.0,Ptaszkowice VII,E,2 200,2 200,0,zduńskowolski,,,,,,,,,,,,,,,,,,,,,,,,,
571.0,Rawa Mazowiecka,Z,106,-,-,rawski,,,,,,,,,,,,,,,,,,,,,,,,,
572.0,Rawa Mazowiecka I,Z,112,-,-,rawski,,,,,,,,,,,,,,,,,,,,,,,,,
573.0,Reczków Nowy,R,319,-,-,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
574.0,Reczyce IV,R,744,-,-,łowicki,,,,,,,,,,,,,,,,,,,,,,,,,
575.0,Reczyce V*,E,602,602,101,łowicki,,,,,,,,,,,,,,,,,,,,,,,,,
576.0,Rękoraj,R,7 446,-,-,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
577.0,Rękoraj I,E,1 711,927,244,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
578.0,Romanów IV,R,152,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
579.0,Romanów V,Z,159,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
580.0,Romanów XII,R,214,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
581.0,Romanów XIII,R,294,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
582.0,Romanów XIV,R,210,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
583.0,Romanów XV,R,280,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
584.0,Romanów XVI,R,427,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
585.0,Rosanów,E,398,-,4,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
586.0,Rosanów I,R,394,394,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
587.0,Rosanów II,E,251,-,32,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
588.0,Roszkowa Wola,E,252,-,10,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
589.0,Roszkowa Wola II,E,54,-,19,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
590.0,Rowy,R,53,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
591.0,Rozworzyn,R,323,-,-,brzeziński,,,,,,,,,,,,,,,,,,,,,,,,,
592.0,Rozworzyn-Brzeziny,R,230,-,-,brzeziński,,,,,,,,,,,,,,,,,,,,,,,,,
593.0,Rozworzyn-Brzeziny II*,Z,143,-,-,brzeziński,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,Boryszów VIII*,E,189,-,0,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,Brenica,E,66,-,4,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,Broniew,Z,112,-,-,rawski,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Broszki,E,560,494,0,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,Brudnów I,E,367,249,0,poddębicki,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,Brudzewice,R,124,-,-,opoczyński,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,Brzeziny*,R,434,-,-,brzeziński,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,Brzeziny-Fara I,E,197,-,27,brzeziński,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Brzozów II,E,491,491,95,skierniewicki,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Brzustów,E,1 790,1 742,35,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,Brzustów I,R,15 144,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,Budzynek,E,697,496,45,poddębicki,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Bukowa*,Z,988,-,-,bełchatowski,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,Bukowa II,T,6 646,6 646,-,bełchatowski,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,Byszewy,Z,504,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Byszewy-Boginia*,R,311,-,-,łódzki wschodni,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,Celestynów IV,Z,246,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,Celestynów IX,E,110,-,10,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,Celestynów VII,E,113,-,22,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,Celestynów VIII,R,223,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Celestynów X,R,252,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,Celestynów XI,E,426,-,15,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Chabierów,R,502,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,Chabierów III,Z,30,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,Chabierów IV,T,329,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,Chabierów V,E,773,773,1,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,Chobanin,Z,70,-,-,wieruszowski,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Chobanin II,Z,325,-,-,wieruszowski,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Chobanin V,E,290,159,76,wieruszowski,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Chociwek,E,227,-,2,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,Chojny,R,777,648,-,wieruszowski,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,Cieszątki,E,643,643,11,radomszczański,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,Cieśle II,E,1 297,156,78,wieluński,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Ciężków,Z,100,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Ciężków I,Z,207,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Ciężków II,R,347,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Ciosny,R,141,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Ciosny I,M,-,-,-,zgierski,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Cisza,R,200,-,-,bełchatowski,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Czarnocin*,R,1 275,-,-,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Czarnocin II,R,601,-,-,piotrkowski,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Czarnożyły II,T,901,862,-,wieluński,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Czarny Las,P,19 408,-,-,radomszczański,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Czartki,Z,456,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Czartki I,R,418,-,-,sieradzki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,Mieczkowo XI,E,270,-,19,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,Mieczkowo XII,R,400,-,-,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,Mieczkowo XIII,E,343,-,29,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,Mieczkowo XIV,R,257,-,-,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,Mielenko,Z,3 336,-,-,mogileński,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,Mielenko III,Z,4,-,-,mogileński,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,Mierzynek I,Z,395,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,Mierzynek I - Pole C/2,Z,40,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,Mierzynek I Nr 1- Pole B,Z,72,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,Mierzynek I Pole A,Z,100,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,Mierzynek II,Z,-,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,Mierzynek III*,Z,107,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,Mierzynek IV,E,830,710,59,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
346.0,Mierzynek V,R,424,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,Miłachówek Pole A i B*,R,147,-,-,radziejowski,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,Mlewo DK,E,137,-,1,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,Mlewo II,Z,178,-,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
350.0,Mlewo III,T,279,54,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,Mlewo III/A,R,449,237,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
352.0,Mlewo IV,E,71,-,25,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,Mlewo V,R,735,719,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
354.0,Mlewo VI,R,553,-,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,Młyniec*,Z,105,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,Młyniec DK,R,377,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,Młyniec DK 1,R,380,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,Młyniec I*,Z,19,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,Młyniec I-B*,Z,-,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,Młyniec II*,Z,169,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,Młyniec III,Z,681,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,Młyniec IV*,Z,66,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,Młyniec IX*,Z,348,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,Młyniec KN*,R,99,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,Młyniec KW,R,255,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,Młyniec KW I,E,159,-,28,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,Młyniec KW II,R,399,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,Młyniec Pierwszy XL,E,199,-,35,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,Młyniec TK,R,234,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,Młyniec TK 1,R,241,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,Młyniec TK 2,R,284,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,Młyniec TK 3,R,224,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
373.0,Młyniec TK 4,R,270,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,Młyniec TK 5,R,351,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
375.0,Młyniec TK 6,R,312,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
376.0,Młyniec TK 7,R,166,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
377.0,Młyniec TK 8,R,174,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
przemy-
bilansowe 
słowe",,,,"Lp. 
Nazwa złoża",,"zag. 
złoża",,,,,,,,,,,,,,,,,,,,,,
,,,"11 615 441 
3 733 925",,79 119,,"ZŁOŻA UDOKUMENTOWANE 
złóż: 746*;  OGÓŁEM",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SKAŁY MAGMOWE,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Bazalt1      złóż: 41,,,,,,,,,,,,,,,,,,,,,,,,
,,,534 000,336 318,6 197,,woj. dolnośląskie    złóż: 36,,,,,,,,,,,,,,,,,,,,,,,,
,,,92 822,92 822,625,lubański,1,Bukowa Góra1,E,,,,,,,,,,,,,,,,,,,,,,
,,,1 662,-,-,złotoryjski,2,Diablak1,R,,,,,,,,,,,,,,,,,,,,,,
,,,430,-,-,zgorzelecki,3,Góra Borowa1,R,,,,,,,,,,,,,,,,,,,,,,
,,,836,-,-,lwówecki,4,Góra Kamienista1,Z,,,,,,,,,,,,,,,,,,,,,,
,,,613,613,26,jaworski,5,Góra Trupień1,E,,,,,,,,,,,,,,,,,,,,,,
,,,424,-,-,lubański,6,Grabiszyce Dolne1,R,,,,,,,,,,,,,,,,,,,,,,
,,,9 696,8 056,-,zgorzelecki,7,Gronowskie Wzgórza1,T,,,,,,,,,,,,,,,,,,,,,,
,,,20 041,12 224,-,zgorzelecki,8,Gronów1,R,,,,,,,,,,,,,,,,,,,,,,
,,,108 080,91 343,1 149,jaworski,9,Jawor-Męcinka1,E,,,,,,,,,,,,,,,,,,,,,,
,,,1 745,-,-,lubański,10,Józef1,Z,,,,,,,,,,,,,,,,,,,,,,
,,,2 616,-,-,lwówecki,11,Kłopotno I -Pole 548.11,R,,,,,,,,,,,,,,,,,,,,,,
,,,tylko pzb.,-,-,"jaworski, legnicki",12,Kosiska-Janowice1,R,,,,,,,,,,,,,,,,,,,,,,
,,,1 633,1 631,-,złotoryjski,13,Kozia Góra1,T,,,,,,,,,,,,,,,,,,,,,,
,,,5 489,5 294,1 216,złotoryjski,14,Krzeniów1,E,,,,,,,,,,,,,,,,,,,,,,
,,,4 134,-,-,lubański,15,Księginki1,Z,,,,,,,,,,,,,,,,,,,,,,
,,,12 043,8 173,-,lubański,16,Księginki I1,T,,,,,,,,,,,,,,,,,,,,,,
,,,9 591,9 591,-,lubański,17,Księginki-Północ1,T,,,,,,,,,,,,,,,,,,,,,,
,,,1 365,1 397,498,lubański,18,Leśna-Brzozy1,E,,,,,,,,,,,,,,,,,,,,,,
,,,18 780,15 895,-,lubański,19,Liściasta Góra1,R,,,,,,,,,,,,,,,,,,,,,,
,,,17 412,19 359,719,legnicki,20,Lubień1,E,,,,,,,,,,,,,,,,,,,,,,
,,,1 873,-,-,kłodzki,21,Lutynia1,Z,,,,,,,,,,,,,,,,,,,,,,
,,,7 857,7 857,55,jaworski,22,Męcinka I1,E,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Gliniany Stróża 1,E,3 431,1 981,98,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Gliniany-Stróża,R,296 118,-,-,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,"Gnieździska-Góra 
Poddańska",R,2 807,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Goździec,R,75 699,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Góra Maćkowa,T,2 475,84,-,"jędrzejowski, 
kielecki",,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Górki Sowie,R,4 305,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Janów,Z,31 336,-,-,"kielecki, m.Kielce",,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Kaczyn-Borków,P,193 391,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Krasocin,R,353 922,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Krasocin 1,Z,11 626,-,-,włoszczowski,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Księska Góra,Z,636,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Lipa,P,249 167,-,-,"jędrzejowski, 
kielecki",,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Lipa 1,E,74 866,30 194,496,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Lipnik,Z,2 122,-,-,ostrowiecki,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,"Małogoszcz-Góra 
Krzyżowa",Z,3 361,-,-,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Miedzianka,Z,tylko pzb.,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Moczydło,R,15 136,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Obice (Dębska Wola),R,782,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Ołowianka-1,T,85 835,8 869,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Ostrówka,E,179 408,103 453,5 869,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Piórków-Zajasienie,R,110,-,-,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Potok Rządowy,P,1 365,-,-,staszowski,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Ruda Kościelna,R,87 935,-,-,ostrowiecki,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Siedlce,R,1 000,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Sobiekurów,P,74 390,-,-,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,Sobków 84,Z,87 503,-,-,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Sokołów - Kolonia,R,6 801,-,-,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,Sokołów Górny,R,54 455,-,-,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Stobiec,R,59 439,-,-,opatowski,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Sudół,R,4 277,-,-,ostrowiecki,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,Tokarnia-Sierpka,Z,4 236,-,-,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Trzuskawica,E,594 875,231 185,4 200,"kielecki, m.Kielce",,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Wierzbica,E,50 599,19 340,704,jędrzejowski,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Wierzbie,E,742,-,3,kielecki,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Wymysłów (Stawiany),P,242 365,-,-,pińczowski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bilansowe,,"pozabi- 
lansowe",,,,,,,,,,,,,,,,,
,,,,C2+D,,,,,,,,Razem,A+B+C1,,,,,,,,,,,,,,,,,,
,,,,524.69,,,,,,Żwir,,682.30,157.61,5.33,4.14,,,,,,,,,,,,,,,,
,,,,-,,,,,,"Piasek pylasty, gliniasty",,9.21,9.21,0.83,2.54,,,,,,,,,,,,,,,,
,,,,313.09,,,,,,1. Złoża rozpoznane szczegółowo,3673.0,6 006.66,5 693.58,142.09,692.70,,,,,,,,,,,,,,,,
,,,,,,,,,,w tym:,,,,,,,,,,,,,,,,,,,,,
,,,,56.10,,,,,,Piasek,,3 254.94,3 198.84,49.75,425.18,,,,,,,,,,,,,,,,
,,,,250.83,,,,,,Piasek ze żwirem,,2 578.74,2 327.91,88.64,260.84,,,,,,,,,,,,,,,,
,,,,6.16,,,,,,Żwir,,163.77,157.61,2.87,4.14,,,,,,,,,,,,,,,,
,,,,-,,,,,,"Piasek pylasty, gliniasty",,9.21,9.21,0.83,2.54,,,,,,,,,,,,,,,,
,,,,6 226.47,,,,,,2. Złoża rozpoznane wstępnie,356.0,6 229.99,3.51,96.57,0.02,,,,,,,,,,,,,,,,
,,,,,,,,,,w tym:,,,,,,,,,,,,,,,,,,,,,
,,,,2 750.38,,,,,,Piasek,,2 751.23,0.85,15.00,0.02,,,,,,,,,,,,,,,,
,,,,2 957.55,,,,,,Piasek ze żwirem,,2 960.22,2.66,79.11,-,,,,,,,,,,,,,,,,
,,,,518.54,,,,,,Żwir,,518.54,0.00,2.46,-,,,,,,,,,,,,,,,,
,,,,,,,,,,"w tym - złoża, których eksploatacji zaniechano",,,,,,,,,,,,,,,,,,,,,
,,,,400.09,,,,,,Eksploatacja zaniechana,3049.0,1 807.53,1 407.44,111.35,5.23,,,,,,,,,,,,,,,,
,,,,,,,,,,w tym:,,,,,,,,,,,,,,,,,,,,,
,,,,128.88,,,,,,Piasek,,911.83,782.95,17.45,2.37,,,,,,,,,,,,,,,,
,,,,266.30,,,,,,Piasek ze żwirem,,872.16,605.87,87.76,2.81,,,,,,,,,,,,,,,,
,,,,4.86,,,,,,Żwir,,22.08,17.22,3.34,-,,,,,,,,,,,,,,,,
,,,,0.05,,,,,,"Piasek pylasty, gliniasty",,1.46,1.40,2.80,0.05,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Krępna*,P,21 230,-,-,krapkowicki,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Krzyżanowice,E,1 386,1 262,156,oleski,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Kucoby,Z,49,-,-,oleski,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Kuczoby,Z,46,-,-,oleski,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Kujawy*,Z,999,-,-,krapkowicki,,,,,,,,,,,,,,,,,,,,,,,,,
